city,Operateur,2G,3G,4G
Roz-sur-Couesnon,20810,1,1,1
Vertou,20810,1,1,1
Vertou,20820,1,1,1
Sainte-Marie-de-Gosse,20810,1,1,1
Sainte-Marie-de-Gosse,20820,1,1,1
Vertou,20815,0,1,1
Linxe,20820,1,1,1
Nort-sur-Erdre,20820,1,1,1
Nort-sur-Erdre,20815,0,1,1
Nort-sur-Erdre,20810,1,1,1
Linxe,20810,1,1,1
Nesmy,20820,1,1,1
Nesmy,20810,1,1,1
Nesmy,20815,0,1,1
Le Bois-Plage-en-Ré,20801,1,1,1
Carquefou,20815,0,1,1
Chasné-sur-Illet,20820,1,1,1
Chasné-sur-Illet,20810,1,1,1
Chasné-sur-Illet,20815,0,1,0
Port-Bail-sur-Mer,20801,1,1,0
Magescq,20801,1,1,1
Carquefou,20820,1,1,1
Moutiers-les-Mauxfaits,20801,1,1,0
Port-Bail-sur-Mer,20810,1,1,0
Magescq,20810,1,1,1
Magescq,20820,1,1,1
Moutiers-les-Mauxfaits,20820,1,1,1
Moutiers-les-Mauxfaits,20815,0,1,1
Moutiers-les-Mauxfaits,20810,1,1,1
Cesson-Sévigné,20801,0,1,1
La Roche-sur-Yon,20810,1,1,0
Saint-Sébastien-sur-Loire,20820,0,1,1
Saint-Georges-d'Oléron,20801,0,1,1
Port-Bail-sur-Mer,20820,1,1,1
Saint-Sébastien-sur-Loire,20815,0,1,0
Nort-sur-Erdre,20801,0,0,0
Nort-sur-Erdre,20801,1,1,1
Sainte-Luce-sur-Loire,20810,1,1,1
Sainte-Luce-sur-Loire,20801,1,1,1
Bazouges-la-Pérouse,20810,1,1,0
Cherbourg-en-Cotentin,20815,0,1,1
Cherbourg-en-Cotentin,20820,1,1,1
Acigné,20820,1,1,1
Acigné,20815,0,1,1
Acigné,20810,1,1,1
Saint-Denis-d'Oléron,20810,1,1,1
Acigné,20801,1,1,0
Cherbourg-en-Cotentin,20810,1,1,0
Saint-Denis-d'Oléron,20820,1,1,1
Sainte-Luce-sur-Loire,20815,0,1,1
Trans-la-Forêt,20801,1,1,1
Saint-Denis-d'Oléron,20801,1,1,1
Saint-Denis-d'Oléron,20815,0,1,1
Vertou,20801,0,1,1
Sainte-Luce-sur-Loire,20810,1,1,0
Saint-Denis-d'Oléron,20810,1,1,0
La Roche-sur-Yon,20820,1,0,0
Saint-Julien-en-Born,20810,1,1,1
Biscarrosse,20801,0,1,1
Saint-Julien-en-Born,20820,1,1,1
Le Poiré-sur-Vie,20820,1,0,0
Bellevigny,20810,1,1,0
Saint-Vincent-des-Landes,20820,1,1,1
Saint-Vincent-des-Landes,20810,1,1,1
Domloup,20801,1,1,1
Domloup,20810,1,1,0
La Tranche-sur-Mer,20820,1,1,1
La Tranche-sur-Mer,20810,0,1,0
Mouilleron-le-Captif,20810,1,1,0
Bellevigny,20815,0,1,1
Bellevigny,20820,1,1,0
Cherbourg-en-Cotentin,20801,1,1,1
Dompierre-sur-Yon,20801,1,1,0
Le Bois-Plage-en-Ré,20820,1,1,1
Le Bois-Plage-en-Ré,20810,1,1,1
Sainte-Luce-sur-Loire,20810,0,1,0
Liffré,20820,1,1,1
Liffré,20801,0,1,0
Liffré,20810,1,1,1
Granville,20801,1,1,1
Bias,20801,1,1,1
Bias,20820,1,1,1
Bias,20810,1,1,1
Biscarrosse,20815,0,1,1
Biscarrosse,20801,1,1,1
Biscarrosse,20810,1,1,1
Biscarrosse,20820,1,1,1
La Roche-sur-Yon,20810,0,1,0
Basse-Goulaine,20810,1,1,0
Basse-Goulaine,20801,1,1,1
Vieillevigne,20810,1,1,1
Vieillevigne,20820,1,1,0
Bellevigny,20801,1,1,1
Saint-Georges-d'Oléron,20801,1,1,1
Saint-Georges-d'Oléron,20810,1,1,1
Bricquebec-en-Cotentin,20801,1,1,1
Bricquebec-en-Cotentin,20810,1,1,0
Lège-Cap-Ferret,20801,1,1,1
Saint-Georges-d'Oléron,20820,1,1,1
La Jonchère,20820,1,1,1
La Jonchère,20810,1,1,1
La Brée-les-Bains,20801,1,1,1
Bidache,20801,1,1,1
Montbert,20801,1,1,0
Angles,20815,0,1,1
Angles,20801,1,1,1
Noyal-sur-Vilaine,20801,0,1,1
La Planche,20801,0,1,1
La Brée-les-Bains,20820,1,1,1
La Brée-les-Bains,20801,1,1,0
La Brée-les-Bains,20810,1,1,1
Vieillevigne,20801,1,1,0
Thouaré-sur-Loire,20815,0,1,1
Lège-Cap-Ferret,20820,1,1,1
Lège-Cap-Ferret,20810,1,1,1
Pleine-Fougères,20820,1,1,0
Lège-Cap-Ferret,20815,0,1,0
Thouaré-sur-Loire,20810,1,1,1
Haute-Goulaine,20801,1,1,1
Saint-Aubin-des-Châteaux,20810,1,1,1
Haute-Goulaine,20810,1,1,1
Saint-Aubin-des-Châteaux,20820,1,1,1
Saint-Martin-de-Ré,20801,1,1,1
Bricquebec-en-Cotentin,20820,1,0,0
Noyal-sur-Vilaine,20820,1,1,1
Mimizan,20820,1,0,0
Bazouges-la-Pérouse,20820,1,1,0
Noyal-sur-Vilaine,20810,1,1,1
Noyal-sur-Vilaine,20815,0,1,1
Noyal-sur-Vilaine,20801,1,1,1
Saint-Vincent-sur-Graon,20820,1,1,1
Saint-Vincent-sur-Graon,20810,1,1,1
Nesmy,20801,1,1,0
Granville,20810,1,1,0
Granville,20820,1,1,1
Castets,20801,1,1,1
Saint-Vincent-des-Landes,20801,1,1,1
Saint-Mars-du-Désert,20801,1,1,0
Janzé,20810,1,1,0
Janzé,20801,1,1,1
Janzé,20820,1,1,1
Janzé,20815,0,1,1
La Planche,20820,1,1,0
La Planche,20815,0,1,1
Lège-Cap-Ferret,20801,0,1,0
Petit-Mars,20810,1,1,1
Petit-Mars,20820,1,1,1
Petit-Mars,20801,1,1,0
Saint-Pierre-d'Oléron,20801,1,1,0
Haute-Goulaine,20820,1,1,1
Haute-Goulaine,20815,0,1,1
Noyal-sur-Vilaine,20801,1,1,0
Saint-Martin-de-Ré,20820,1,1,1
Saint-Martin-de-Ré,20810,1,1,1
Saint-Martin-de-Ré,20815,0,1,1
Thourie,20815,0,1,1
Janzé,20801,1,1,0
Jullouville,20801,1,1,1
Liffré,20815,0,1,0
Liffré,20801,1,1,1
Sens-de-Bretagne,20801,1,1,0
Sens-de-Bretagne,20820,1,1,1
Sens-de-Bretagne,20815,0,1,1
Sens-de-Bretagne,20810,1,1,1
Bretteville-sur-Ay,20801,1,1,1
Agon-Coutainville,20801,1,1,0
Châteaugiron,20815,0,1,1
Châteaugiron,20810,1,1,1
Châteaugiron,20820,1,1,1
Montréverd,20820,1,1,1
Montréverd,20810,1,1,1
Remouillé,20801,1,1,1
Remouillé,20820,1,1,0
Montréverd,20815,0,1,1
Lège-Cap-Ferret,20801,0,1,1
Lège-Cap-Ferret,20815,0,1,1
Châteaugiron,20801,1,1,1
Cherbourg-en-Cotentin,20810,0,1,0
Bélus,20820,1,1,1
Bélus,20810,1,1,1
Bélus,20815,0,1,1
Rives de l'Yon,20820,1,1,1
Rives de l'Yon,20810,1,1,1
Rives de l'Yon,20815,0,1,1
Dompierre-sur-Yon,20820,1,1,1
Dompierre-sur-Yon,20810,1,1,1
Sainte-Eulalie-en-Born,20820,1,1,1
Sainte-Eulalie-en-Born,20810,1,1,1
Sainte-Eulalie-en-Born,20815,0,1,0
Donville-les-Bains,20810,1,1,0
Donville-les-Bains,20801,1,1,1
Thouaré-sur-Loire,20820,1,1,1
Thouaré-sur-Loire,20815,0,1,0
Granville,20815,0,1,1
Thouaré-sur-Loire,20801,1,1,1
Aigrefeuille-sur-Maine,20801,1,1,1
La Ferrière,20820,1,1,1
La Ferrière,20801,1,1,0
La Ferrière,20810,1,1,1
La Ferrière,20815,0,1,1
Gahard,20820,1,1,1
Gahard,20810,1,1,1
Jullouville,20820,1,1,0
Jullouville,20810,1,1,0
Aigrefeuille-sur-Maine,20820,1,1,0
Aigrefeuille-sur-Maine,20815,0,1,1
Jullouville,20815,0,1,0
Saint-Pair-sur-Mer,20820,1,1,1
Saint-Pair-sur-Mer,20815,0,1,1
Saint-Pair-sur-Mer,20801,1,1,1
Saint-Pair-sur-Mer,20810,1,1,0
Lévignacq,20801,1,1,0
Lévignacq,20820,1,1,0
Lévignacq,20810,1,1,0
Lévignacq,20815,0,1,0
Biscarrosse,20801,1,1,0
Saint-Julien-de-Concelles,20801,1,1,0
Saint-Pierre-d'Oléron,20810,1,1,1
Saint-Pierre-d'Oléron,20820,1,1,1
Aureilhan,20810,1,1,1
Aureilhan,20801,1,1,1
Aureilhan,20820,1,1,1
Saint-Germain-sur-Ay,20820,1,1,1
Saint-Germain-sur-Ay,20815,0,1,1
Agon-Coutainville,20810,1,1,0
Agon-Coutainville,20815,0,1,1
Agon-Coutainville,20820,1,1,1
Blainville-sur-Mer,20815,0,1,1
Blainville-sur-Mer,20810,1,1,0
Gouville-sur-Mer,20801,1,1,0
Saint-Pierre-d'Oléron,20815,0,1,1
Saint-Pierre-d'Oléron,20801,1,1,1
Lège-Cap-Ferret,20801,1,1,0
Soulvache,20801,1,1,1
La Flotte,20801,1,1,1
Liffré,20801,1,1,0
Saint-Julien-de-Concelles,20820,1,0,0
Sainte-Marie-de-Ré,20801,1,1,0
Sainte-Marie-de-Ré,20820,1,1,1
Sainte-Marie-de-Ré,20810,1,1,1
Saint-Lon-les-Mines,20820,1,1,1
Saint-Lon-les-Mines,20810,1,1,1
Hastingues,20801,1,1,1
Hastingues,20820,1,1,1
Brécé,20810,1,1,1
Brécé,20820,1,1,1
Hastingues,20810,1,1,1
Castets,20815,0,1,1
Castets,20820,1,1,1
Castets,20810,1,1,1
Herm,20820,1,1,1
Herm,20810,1,1,1
Brécé,20801,1,1,1
Angoumé,20820,1,1,1
Angoumé,20810,1,1,1
Saint-Julien-de-Concelles,20820,1,1,1
Saint-Julien-de-Concelles,20810,1,1,1
Vieux-Vy-sur-Couesnon,20810,1,1,1
Arcachon,20801,1,1,1
Hauteville-sur-Mer,20801,1,1,0
Vieux-Vy-sur-Couesnon,20820,1,1,1
L'Herbergement,20820,1,1,1
L'Herbergement,20810,1,1,1
L'Herbergement,20815,0,1,1
Saint-Cyr-en-Talmondais,20801,1,1,1
Saint-Cyr-en-Talmondais,20820,1,1,1
L'Herbergement,20801,1,1,1
L'Herbergement,20801,0,0,0
La Haye,20810,1,1,0
Amanlis,20801,1,1,0
Amanlis,20820,1,1,1
Amanlis,20810,1,1,1
Mézos,20820,1,1,1
Mézos,20810,1,1,1
Sainte-Marie-de-Ré,20801,1,1,1
Le Porge,20820,1,1,0
La Teste-de-Buch,20820,1,1,1
Cherbourg-en-Cotentin,20801,0,0,0
Le Porge,20801,1,1,1
La Teste-de-Buch,20801,1,1,1
La Teste-de-Buch,20810,1,1,1
Grues,20810,1,1,0
Grues,20801,1,1,1
Grues,20820,1,1,1
Arcachon,20801,0,1,1
Biscarrosse,20801,0,1,0
Biscarrosse,20801,1,0,0
Châteaugiron,20801,0,1,1
Beauvoir,20801,1,0,0
Joué-sur-Erdre,20820,1,1,1
La Haie-Fouassière,20820,1,0,1
Joué-sur-Erdre,20810,1,1,1
La Haie-Fouassière,20810,1,1,0
La Haie-Fouassière,20801,1,1,0
Ligné,20801,1,1,0
Le Mont-Saint-Michel,20801,1,1,1
Sottevast,20801,1,0,0
Sottevast,20820,0,1,1
Came,20810,1,1,1
Came,20820,1,1,1
Came,20815,0,1,1
Servon-sur-Vilaine,20820,1,1,0
Servon-sur-Vilaine,20815,0,1,1
Cherbourg-en-Cotentin,20820,1,0,0
Pontorson,20815,0,1,1
Pontorson,20801,1,1,0
Gosné,20810,1,1,1
Gosné,20801,1,1,0
Le Theil-de-Bretagne,20815,0,1,0
Le Theil-de-Bretagne,20801,1,1,0
Mauves-sur-Loire,20801,1,1,0
Mauves-sur-Loire,20801,1,1,1
Mauves-sur-Loire,20810,1,1,0
Mauves-sur-Loire,20820,1,1,1
Pontorson,20810,1,1,0
Pontorson,20820,1,1,1
Tercis-les-Bains,20815,0,1,1
Saint-Jean-le-Thomas,20801,1,1,0
Tercis-les-Bains,20801,1,1,0
Saint-Mars-du-Désert,20820,1,1,1
Saint-Mars-du-Désert,20815,0,1,1
Saint-Mars-du-Désert,20810,1,1,1
Tercis-les-Bains,20820,1,1,0
L'Aiguillon-sur-Mer,20801,1,1,1
Brix,20810,1,1,0
Saint-Aubin-des-Préaux,20815,0,1,1
Saint-Aubin-des-Préaux,20810,1,1,0
Le Porge,20801,1,1,0
Le Porge,20820,1,1,1
Saint-Aubin-des-Préaux,20820,1,1,0
Rougé,20801,1,1,1
Saint-Julien-de-Concelles,20801,1,1,1
Bélus,20801,1,1,0
Rougé,20820,1,1,1
Rougé,20810,1,1,1
Val-Couesnon,20810,1,1,0
Sainte-Colombe,20810,0,1,0
Oeyregave,20820,1,1,1
Oeyregave,20810,1,1,1
Le Theil-de-Bretagne,20810,1,1,0
Val-Couesnon,20815,0,1,1
Arcachon,20820,1,1,1
Arcachon,20810,1,1,1
La Haye,20801,1,1,1
Lacanau,20820,1,1,1
Lacanau,20810,1,1,1
Saint-Denis-la-Chevasse,20820,1,1,1
Saint-Denis-la-Chevasse,20810,1,1,1
Saint-Denis-la-Chevasse,20815,0,1,1
La Copechagnière,20810,0,1,0
Montaigu-Vendée,20820,1,1,0
Cherbourg-en-Cotentin,20815,0,1,0
Beauvoir,20801,1,1,1
Saint-Paul-lès-Dax,20820,1,1,1
Saint-Paul-lès-Dax,20810,1,1,1
Servon-sur-Vilaine,20801,1,1,1
Joué-sur-Erdre,20801,1,1,1
Joué-sur-Erdre,20815,0,1,0
Servon-sur-Vilaine,20820,1,1,1
Servon-sur-Vilaine,20810,1,1,1
Val-Couesnon,20820,1,0,0
Val-Couesnon,20801,1,1,0
Rivedoux-Plage,20815,0,1,0
Rivedoux-Plage,20801,1,1,1
Rivedoux-Plage,20820,1,1,1
Rivedoux-Plage,20810,1,1,1
La Haye,20820,1,0,0
La Chaize-le-Vicomte,20801,1,1,0
Lacanau,20801,1,1,1
Le Cellier,20820,1,1,1
Le Cellier,20810,1,1,1
Lacanau,20801,1,1,0
La Meilleraye-de-Bretagne,20810,1,1,1
La Meilleraye-de-Bretagne,20820,1,1,1
La Meilleraye-de-Bretagne,20815,0,1,1
Brix,20820,1,0,0
Dolus-d'Oléron,20820,1,1,0
Dolus-d'Oléron,20801,1,1,0
Saint-Lumine-de-Clisson,20810,1,1,1
L'Aiguillon-sur-Mer,20801,1,1,0
Bréhal,20810,1,1,0
Arcachon,20820,1,1,0
Le Pallet,20820,1,0,0
Bréhal,20801,1,1,1
La Teste-de-Buch,20815,0,1,1
La Teste-de-Buch,20801,1,0,0
La Teste-de-Buch,20801,1,1,0
La Teste-de-Buch,20801,0,1,1
Bréhal,20820,1,1,1
Bréhal,20815,0,1,1
Quettreville-sur-Sienne,20810,1,1,0
Le Pallet,20820,1,1,0
Cauneille,20801,1,1,1
Dolus-d'Oléron,20810,1,1,0
Lessay,20801,0,0,0
Saint-Sauveur-le-Vicomte,20801,1,1,0
Lacanau,20815,0,1,0
Herm,20810,1,1,0
Herm,20801,0,1,0
Herm,20815,0,1,0
La Bouëxière,20820,1,1,1
La Bouëxière,20815,0,1,1
La Bouëxière,20810,1,1,1
La Bouëxière,20801,1,1,0
Rives de l'Yon,20801,1,1,0
Rives de l'Yon,20815,0,1,0
Saint-Jean-des-Champs,20801,1,1,0
Arcachon,20815,0,1,0
Saint-Pierre-Langers,20801,1,1,0
Domagné,20801,0,1,1
Châteaubriant,20820,1,1,1
Saint-Paul-lès-Dax,20815,0,1,1
Châteaubriant,20810,1,1,1
Châteaubriant,20801,1,1,0
Saint-Paul-lès-Dax,20801,1,1,1
Dolus-d'Oléron,20820,1,1,1
Dolus-d'Oléron,20810,1,1,1
Montaigu-Vendée,20801,1,1,0
Gastes,20820,1,1,1
Gastes,20810,1,1,1
Le Loroux-Bottereau,20801,1,1,1
Pontenx-les-Forges,20820,1,1,1
Pontenx-les-Forges,20810,1,1,1
Pontenx-les-Forges,20801,1,1,1
Digosville,20815,0,1,1
Moisdon-la-Rivière,20820,1,1,1
Moisdon-la-Rivière,20801,1,1,1
Le Grand-Village-Plage,20801,1,1,0
Moisdon-la-Rivière,20810,1,1,1
Moisdon-la-Rivière,20815,0,1,1
Gouville-sur-Mer,20815,0,1,1
Gouville-sur-Mer,20820,1,1,1
Quettreville-sur-Sienne,20801,1,1,0
Quettreville-sur-Sienne,20820,1,1,1
Le Loroux-Bottereau,20820,1,1,1
Saint-Ouen-des-Alleux,20820,1,1,1
Saint-Ouen-des-Alleux,20810,1,1,1
Le Loroux-Bottereau,20810,1,1,1
Lessay,20801,1,1,1
Dax,20815,0,1,1
Herm,20820,1,0,0
Herm,20801,1,1,1
Châteaubriant,20815,0,1,1
Châteaubriant,20801,1,1,1
Sartilly-Baie-Bocage,20810,1,1,0
La Teste-de-Buch,20815,0,1,0
La Chapelle-Heulin,20820,1,1,0
La Chapelle-Heulin,20815,0,1,1
Saint-Joseph,20801,1,1,0
Saint-Paul-lès-Dax,20810,0,1,0
Mouzeil,20820,1,1,1
Mouzeil,20810,1,1,1
Retiers,20820,1,1,1
Dax,20801,1,1,1
Piré-Chancé,20801,1,1,1
Divatte-sur-Loire,20815,0,1,1
Divatte-sur-Loire,20820,1,1,1
Divatte-sur-Loire,20810,1,1,1
Divatte-sur-Loire,20801,1,1,1
Sartilly-Baie-Bocage,20820,1,1,0
Sartilly-Baie-Bocage,20801,1,1,0
Mézières-sur-Couesnon,20820,1,1,0
Mézières-sur-Couesnon,20815,0,1,1
Mézières-sur-Couesnon,20801,1,1,1
Rauville-la-Place,20815,0,1,1
Rauville-la-Place,20820,1,1,1
Rauville-la-Place,20810,1,1,1
Arhansus,20820,1,1,1
Arhansus,20810,1,1,1
Châteaubourg,20820,1,1,0
Montaigu-Vendée,20801,1,1,1
Montaigu-Vendée,20820,1,1,1
Montaigu-Vendée,20810,1,1,1
Le Château-d'Oléron,20801,1,1,0
Le Château-d'Oléron,20815,0,1,1
Divatte-sur-Loire,20801,1,1,0
Châteaubourg,20815,0,1,0
Châteaubourg,20801,1,1,1
Retiers,20801,0,1,0
Taller,20801,1,1,0
Taller,20820,1,1,0
Taller,20810,1,1,0
Taller,20815,0,1,0
Mézières-sur-Couesnon,20810,1,1,0
Carcans,20801,1,1,1
Carcans,20820,1,1,1
Carcans,20815,0,1,1
Arès,20815,0,1,1
Carcans,20810,1,1,0
Hourtin,20810,1,1,0
Saint-Paul-lès-Dax,20820,1,0,0
Montaigu-Vendée,20815,0,1,0
Arès,20820,1,1,1
Saint-Michel-en-l'Herm,20801,1,1,0
Saint-Michel-en-l'Herm,20820,1,1,1
Arès,20810,1,1,1
Arès,20801,1,1,1
Saint-Palais,20801,1,1,1
Le Loroux-Bottereau,20810,1,1,0
Lesperon,20820,1,1,1
Saint-Aubin-du-Cormier,20820,1,1,1
Saint-Aubin-du-Cormier,20810,1,1,1
Saint-Aubin-du-Cormier,20801,1,1,0
Lesperon,20801,0,0,1
Saint-Paul-lès-Dax,20801,1,1,0
Saint-Trojan-les-Bains,20810,1,1,1
Saint-Trojan-les-Bains,20801,1,1,1
Saint-Trojan-les-Bains,20820,1,1,1
Lesperon,20801,0,1,0
Les Brouzils,20801,1,1,0
Les Brouzils,20815,0,1,1
Montaigu-Vendée,20820,1,0,0
Dax,20801,0,1,0
Dax,20810,1,1,1
Dax,20820,1,1,1
Saint-Marc-le-Blanc,20801,0,0,0
La Chaize-le-Vicomte,20820,1,1,1
La Chaize-le-Vicomte,20815,0,1,1
La Chaize-le-Vicomte,20801,1,1,1
La Chaize-le-Vicomte,20810,1,1,1
Retiers,20801,1,1,1
Muneville-sur-Mer,20810,1,1,0
Saint-Hilaire-de-Clisson,20810,1,1,0
Saint-Paul-lès-Dax,20801,0,1,0
La Bretonnière-la-Claye,20801,1,1,1
Orée d'Anjou,20801,1,1,1
Aïcirits-Camou-Suhast,20810,0,1,0
Lesperon,20810,1,1,1
Gorges,20801,1,1,1
Gorges,20810,1,1,0
Gorges,20820,1,1,1
Le Porge,20810,1,1,1
Naujac-sur-Mer,20820,1,1,0
Coutances,20810,1,1,0
Pagolle,20801,1,1,0
Pagolle,20820,1,1,0
Pagolle,20810,1,1,0
Pagolle,20815,0,1,0
Coutances,20820,1,1,1
Le Château-d'Oléron,20801,1,1,1
Dax,20801,0,1,1
Bretteville,20801,1,1,0
Arès,20801,0,1,1
Valognes,20815,0,1,1
Les Mathes,20801,0,1,1
Retiers,20815,0,1,1
Retiers,20810,1,1,1
Lacanau,20801,0,1,0
Gujan-Mestras,20801,1,1,0
Montaigu-Vendée,20815,0,1,1
Aïcirits-Camou-Suhast,20820,1,0,0
Sanguinet,20810,1,1,1
Sanguinet,20820,1,1,1
Sanguinet,20815,0,1,1
La Rochelle,20801,1,1,0
La Rochelle,20820,1,1,1
La Rochelle,20810,1,1,1
Saint-Marc-le-Blanc,20820,1,1,1
Saint-Marc-le-Blanc,20810,1,1,1
Montsenelle,20820,1,1,1
Montsenelle,20810,1,1,0
Gujan-Mestras,20820,1,1,1
Gujan-Mestras,20810,1,1,1
Gujan-Mestras,20801,1,1,1
Gujan-Mestras,20815,0,1,1
Le Château-d'Oléron,20820,1,1,1
Le Château-d'Oléron,20810,1,1,1
Domagné,20820,1,1,1
Domagné,20810,1,1,1
Le Landreau,20801,1,1,1
Le Landreau,20810,1,1,0
Le Landreau,20820,1,0,0
Rives-du-Couesnon,20801,1,1,0
Millières,20815,0,1,1
Erbray,20801,1,1,1
Erbray,20815,0,1,1
Bretteville,20820,1,1,1
Coutances,20801,1,1,1
Saint-Didier,20820,1,1,1
Saint-Didier,20810,1,1,1
Thorigny,20810,1,1,1
Thorigny,20820,1,1,1
Clisson,20801,1,1,1
Clisson,20820,1,1,1
Clisson,20815,0,1,1
Les Mathes,20801,1,1,1
Coutances,20820,1,1,0
Bretteville,20801,1,1,1
Grayan-et-l'Hôpital,20820,1,0,0
Parentis-en-Born,20801,0,1,0
Vendays-Montalivet,20801,1,1,1
Parentis-en-Born,20801,1,1,1
Valognes,20801,1,1,0
Parentis-en-Born,20815,0,1,1
Parentis-en-Born,20810,1,1,1
Parentis-en-Born,20820,1,1,1
Erbray,20820,1,1,1
Saint-Didier,20801,1,1,0
Saint-Didier,20820,1,1,0
Les Mathes,20810,1,1,1
Les Mathes,20820,1,1,1
Les Mathes,20815,0,1,1
Erbray,20810,1,1,1
Andernos-les-Bains,20820,1,0,0
Mouzillon,20801,1,1,1
Vendays-Montalivet,20815,0,1,1
Hourtin,20801,1,1,1
Clisson,20810,1,1,0
Hourtin,20820,1,1,1
Vendays-Montalivet,20810,1,1,1
Vendays-Montalivet,20820,1,1,1
Chavagnes-en-Paillers,20815,0,1,0
Andernos-les-Bains,20810,1,1,1
Andernos-les-Bains,20820,1,1,1
Andernos-les-Bains,20801,1,1,1
Cérences,20801,1,1,1
Valognes,20801,1,1,1
La Rochelle,20815,0,1,1
Martigné-Ferchaud,20820,1,1,1
Martigné-Ferchaud,20815,0,1,1
Vallet,20801,1,1,1
Martigné-Ferchaud,20810,1,1,1
Vallet,20810,1,1,0
Cugand,20801,1,1,1
Louvigné-de-Bais,20801,0,1,1
Coutances,20815,0,1,1
Chavagnes-en-Paillers,20820,1,1,0
Riaillé,20820,1,1,1
Onesse-Laharie,20801,1,1,0
Riaillé,20810,1,1,1
Riaillé,20801,1,1,0
Mareuil-sur-Lay-Dissais,20801,1,1,1
Mareuil-sur-Lay-Dissais,20815,0,1,1
Mareuil-sur-Lay-Dissais,20810,1,1,1
Mareuil-sur-Lay-Dissais,20820,1,1,1
Soulac-sur-Mer,20820,1,1,1
Soulac-sur-Mer,20801,1,1,0
Livré-sur-Changeon,20820,1,1,1
Livré-sur-Changeon,20810,1,1,1
Soulac-sur-Mer,20810,1,1,1
Le Porge,20815,0,1,1
Île-d'Aix,20810,1,1,0
Gujan-Mestras,20810,0,1,0
Sanguinet,20801,1,1,1
Saint-Cricq-du-Gave,20801,1,1,1
Saint-Cricq-du-Gave,20810,1,1,1
Saint-Cricq-du-Gave,20820,1,1,1
La Meurdraquière,20820,1,1,0
La Meurdraquière,20810,1,1,0
La Meurdraquière,20815,0,1,0
La Meurdraquière,20801,1,1,0
Narrosse,20801,1,1,0
Narrosse,20820,1,1,0
Narrosse,20815,0,1,0
Maen Roch,20815,0,1,1
Couffé,20820,1,1,1
Couffé,20810,1,1,1
La Rochelle,20801,1,1,1
Essarts en Bocage,20810,1,1,0
Essarts en Bocage,20801,1,1,1
Essarts en Bocage,20820,1,1,0
Île-d'Aix,20801,1,1,0
Fougeré,20820,1,1,1
Fougeré,20810,1,1,1
Martigné-Ferchaud,20801,1,1,0
Lanton,20801,0,1,1
Orée d'Anjou,20810,1,1,0
Orée d'Anjou,20801,1,1,0
La Tremblade,20820,1,1,1
La Tremblade,20810,1,1,1
La Tremblade,20801,1,1,0
Teillé,20820,1,1,1
Soulac-sur-Mer,20801,1,1,1
Teillé,20810,1,1,1
Valognes,20820,1,1,0
Teillé,20801,1,1,0
Pouillon,20801,1,1,1
Andernos-les-Bains,20810,1,1,0
La Tremblade,20815,0,1,0
La Tremblade,20801,1,1,1
Arbouet-Sussaute,20820,1,1,1
Arbouet-Sussaute,20810,1,1,1
La Lucerne-d'Outremer,20810,1,1,0
Gétigné,20820,1,0,1
Nieul-sur-Mer,20801,1,1,1
Nieul-sur-Mer,20815,0,1,0
Gonneville-Le Theil,20810,1,1,0
Vallet,20810,1,1,1
Cornillé,20815,0,1,0
Cornillé,20801,1,1,1
Saint-Didier,20810,1,1,0
Sanguinet,20815,0,1,0
Onesse-Laharie,20801,1,1,1
La Haye-Pesnel,20801,1,1,1
Onesse-Laharie,20820,1,1,1
Onesse-Laharie,20815,0,1,0
Onesse-Laharie,20810,1,1,1
Soudan,20820,1,1,1
Saint-Vincent-de-Paul,20820,1,1,1
Saint-Vincent-de-Paul,20810,1,1,1
Naujac-sur-Mer,20801,1,0,0
Soudan,20810,1,1,1
Saint-Sauveur-Villages,20820,1,1,1
Saint-Sauveur-Villages,20810,1,1,1
Saint-Jean-sur-Vilaine,20801,1,0,0
Maen Roch,20820,1,1,1
Maen Roch,20810,1,1,1
Orée d'Anjou,20820,1,1,1
Gujan-Mestras,20801,0,1,1
Avranches,20801,1,1,0
Chauché,20820,1,0,0
Carneville,20810,1,1,0
Pouillon,20820,1,1,1
Pouillon,20815,0,1,1
Pouillon,20810,1,1,1
Valognes,20810,1,1,0
La Chapelle-Saint-Aubert,20820,1,1,1
La Chapelle-Saint-Aubert,20810,1,1,1
La Rochelle,20820,0,1,0
Chavagnes-en-Paillers,20810,1,1,0
Chavagnes-en-Paillers,20801,1,1,0
Rion-des-Landes,20801,1,1,0
Rion-des-Landes,20820,1,1,0
Rion-des-Landes,20810,1,1,0
Rion-des-Landes,20815,0,1,0
Soulac-sur-Mer,20801,1,0,0
Soulac-sur-Mer,20815,0,1,1
Carcans,20801,0,0,0
Tamerville,20801,1,1,0
Montsenelle,20801,1,1,0
Avranches,20815,0,1,1
Juilley,20801,1,1,0
Autevielle-Saint-Martin-Bideren,20815,0,1,1
Val-d'Izé,20820,1,1,0
Pontaubault,20801,1,1,0
Val-d'Izé,20815,0,1,1
Le Teich,20801,1,1,1
Le Teich,20820,1,1,1
Le Teich,20810,1,1,1
Avranches,20801,1,1,1
Treize-Septiers,20820,1,1,1
Treize-Septiers,20801,1,1,1
Treize-Septiers,20810,1,1,1
Lacanau,20815,0,1,1
Maen Roch,20801,1,1,1
Périers,20810,1,1,1
Périers,20801,1,1,1
Périers,20820,1,1,1
Orée d'Anjou,20815,0,1,0
Bourcefranc-le-Chapus,20815,0,1,1
